"ingredient","singnum","singredient"
"CALCIUM CHLORIDE; DEXTROSE; LACTIC ACID; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE",7,"SODIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; OXIGLUTATIONE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE",1,"CALCIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; OXIGLUTATIONE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE",2,"DEXTROSE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; OXIGLUTATIONE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE",3,"MAGNESIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; OXIGLUTATIONE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE",4,"OXIGLUTATIONE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; OXIGLUTATIONE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE",5,"POTASSIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; OXIGLUTATIONE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE",6,"SODIUM BICARBONATE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; OXIGLUTATIONE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE",7,"SODIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; OXIGLUTATIONE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE",8,"SODIUM PHOSPHATE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",1,"CALCIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",2,"DEXTROSE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",3,"MAGNESIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",4,"POTASSIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",5,"SODIUM ACETATE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",6,"SODIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE",1,"CALCIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE",2,"DEXTROSE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE",3,"MAGNESIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE",4,"POTASSIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE",5,"SODIUM ACETATE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE",6,"SODIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE",7,"SODIUM CITRATE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE",1,"CALCIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE",2,"DEXTROSE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE",3,"MAGNESIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE",4,"POTASSIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE",5,"SODIUM ACETATE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE",6,"SODIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE",7,"SODIUM LACTATE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",1,"CALCIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",2,"DEXTROSE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",3,"MAGNESIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",4,"SODIUM ACETATE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",5,"SODIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE",1,"CALCIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE",2,"DEXTROSE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE",3,"MAGNESIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE",4,"SODIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE",5,"SODIUM LACTATE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",1,"CALCIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",2,"DEXTROSE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",3,"MAGNESIUM SULFATE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",4,"POTASSIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",5,"SODIUM BICARBONATE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",6,"SODIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",7,"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE"
"CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",1,"CALCIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",2,"DEXTROSE"
"CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",3,"POTASSIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",4,"SODIUM ACETATE"
"CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",5,"SODIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE",1,"CALCIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE",2,"DEXTROSE"
"CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE",3,"POTASSIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE",4,"SODIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE",1,"CALCIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE",2,"DEXTROSE"
"CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE",3,"POTASSIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE",4,"SODIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE",5,"SODIUM LACTATE"
"CALCIUM CHLORIDE; DEXTROSE; SODIUM CHLORIDE; SODIUM LACTATE",1,"CALCIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; SODIUM CHLORIDE; SODIUM LACTATE",2,"DEXTROSE"
"CALCIUM CHLORIDE; DEXTROSE; SODIUM CHLORIDE; SODIUM LACTATE",3,"SODIUM CHLORIDE"
"CALCIUM CHLORIDE; DEXTROSE; SODIUM CHLORIDE; SODIUM LACTATE",4,"SODIUM LACTATE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",1,"CALCIUM CHLORIDE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",2,"MAGNESIUM CHLORIDE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",3,"POTASSIUM CHLORIDE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",4,"SODIUM ACETATE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",5,"SODIUM CHLORIDE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE",1,"CALCIUM CHLORIDE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE",2,"MAGNESIUM CHLORIDE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE",3,"POTASSIUM CHLORIDE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE",4,"SODIUM ACETATE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE",5,"SODIUM CHLORIDE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE",6,"SODIUM CITRATE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE",1,"CALCIUM CHLORIDE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE",2,"MAGNESIUM CHLORIDE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE",3,"POTASSIUM CHLORIDE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE",4,"SODIUM ACETATE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE",5,"SODIUM CHLORIDE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE",6,"SODIUM LACTATE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE",1,"CALCIUM CHLORIDE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE",2,"MAGNESIUM CHLORIDE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE",3,"POTASSIUM CHLORIDE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE",4,"SODIUM BICARBONATE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE",5,"SODIUM CHLORIDE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE",6,"SODIUM PHOSPHATE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE",1,"CALCIUM CHLORIDE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE",2,"MAGNESIUM CHLORIDE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE",3,"POTASSIUM CHLORIDE"
"CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE",4,"SODIUM CHLORIDE"
"CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",1,"CALCIUM CHLORIDE"
"CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",2,"POTASSIUM CHLORIDE"
"CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",3,"SODIUM ACETATE"
"CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",4,"SODIUM CHLORIDE"
"CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE",1,"CALCIUM CHLORIDE"
"CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE",2,"POTASSIUM CHLORIDE"
"CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE",3,"SODIUM CHLORIDE"
"CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE",1,"CALCIUM CHLORIDE"
"CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE",2,"POTASSIUM CHLORIDE"
"CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE",3,"SODIUM CHLORIDE"
"CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE",4,"SODIUM LACTATE"
"CALCIUM GLUCEPTATE",1,"CALCIUM GLUCEPTATE"
"CALCIUM GLUCONATE",1,"CALCIUM GLUCONATE"
"CALCIUM METRIZOATE; MEGLUMINE METRIZOATE; METRIZOATE MAGNESIUM; METRIZOATE SODIUM",1,"CALCIUM METRIZOATE"
"CALCIUM METRIZOATE; MEGLUMINE METRIZOATE; METRIZOATE MAGNESIUM; METRIZOATE SODIUM",2,"MEGLUMINE METRIZOATE"
"CALCIUM METRIZOATE; MEGLUMINE METRIZOATE; METRIZOATE MAGNESIUM; METRIZOATE SODIUM",3,"METRIZOATE MAGNESIUM"
"CALCIUM METRIZOATE; MEGLUMINE METRIZOATE; METRIZOATE MAGNESIUM; METRIZOATE SODIUM",4,"METRIZOATE SODIUM"
"CALCIUM; MEGLUMINE; METRIZOIC ACID",1,"CALCIUM"
"CALCIUM; MEGLUMINE; METRIZOIC ACID",2,"MEGLUMINE"
"CALCIUM; MEGLUMINE; METRIZOIC ACID",3,"METRIZOIC ACID"
"CALFACTANT",1,"CALFACTANT"
"CANAGLIFLOZIN",1,"CANAGLIFLOZIN"
"CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE",1,"CANAGLIFLOZIN"
"CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE",2,"METFORMIN HYDROCHLORIDE"
"CANDESARTAN CILEXETIL",1,"CANDESARTAN CILEXETIL"
"CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE",1,"CANDESARTAN CILEXETIL"
"CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE",2,"HYDROCHLOROTHIAZIDE"
"CANDICIDIN",1,"CANDICIDIN"
"CANGRELOR",1,"CANGRELOR"
"CAPECITABINE",1,"CAPECITABINE"
"CAPREOMYCIN SULFATE",1,"CAPREOMYCIN SULFATE"
"CAPSAICIN",1,"CAPSAICIN"
"CAPTOPRIL",1,"CAPTOPRIL"
"CAPTOPRIL; HYDROCHLOROTHIAZIDE",1,"CAPTOPRIL"
"CAPTOPRIL; HYDROCHLOROTHIAZIDE",2,"HYDROCHLOROTHIAZIDE"
"CARBACHOL",1,"CARBACHOL"
"CARBAMAZEPINE",1,"CARBAMAZEPINE"
"CARBENICILLIN DISODIUM",1,"CARBENICILLIN DISODIUM"
"CARBENICILLIN INDANYL SODIUM",1,"CARBENICILLIN INDANYL SODIUM"
"CARBIDOPA",1,"CARBIDOPA"
"CARBIDOPA; ENTACAPONE; LEVODOPA",1,"CARBIDOPA"
"CARBIDOPA; ENTACAPONE; LEVODOPA",2,"ENTACAPONE"
"CARBIDOPA; ENTACAPONE; LEVODOPA",3,"LEVODOPA"
"CARBIDOPA; LEVODOPA",1,"CARBIDOPA"
"CARBIDOPA; LEVODOPA",2,"LEVODOPA"
"CARBINOXAMINE MALEATE",1,"CARBINOXAMINE MALEATE"
"CARBOPLATIN",1,"CARBOPLATIN"
"CARBOPROST TROMETHAMINE",1,"CARBOPROST TROMETHAMINE"
"CARFILZOMIB",1,"CARFILZOMIB"
"CARGLUMIC ACID",1,"CARGLUMIC ACID"
"CARIPRAZINE HYDROCHLORIDE",1,"CARIPRAZINE HYDROCHLORIDE"
"CARISOPRODOL",1,"CARISOPRODOL"
"CARMUSTINE",1,"CARMUSTINE"
"CARPHENAZINE MALEATE",1,"CARPHENAZINE MALEATE"
"CARPROFEN",1,"CARPROFEN"
"CARTEOLOL HYDROCHLORIDE",1,"CARTEOLOL HYDROCHLORIDE"
"CARVEDILOL",1,"CARVEDILOL"
"CARVEDILOL PHOSPHATE",1,"CARVEDILOL PHOSPHATE"
"CASPOFUNGIN ACETATE",1,"CASPOFUNGIN ACETATE"
"CEFACLOR",1,"CEFACLOR"
"CEFADROXIL/CEFADROXIL HEMIHYDRATE",1,"CEFADROXIL/CEFADROXIL HEMIHYDRATE"
"CEFAMANDOLE NAFATE",1,"CEFAMANDOLE NAFATE"
"CEFAZOLIN SODIUM",1,"CEFAZOLIN SODIUM"
"CEFDINIR",1,"CEFDINIR"
"CEFDITOREN PIVOXIL",1,"CEFDITOREN PIVOXIL"
"CEFEPIME HYDROCHLORIDE",1,"CEFEPIME HYDROCHLORIDE"
"CEFIXIME",1,"CEFIXIME"
"CEFMENOXIME HYDROCHLORIDE",1,"CEFMENOXIME HYDROCHLORIDE"
"CEFMETAZOLE SODIUM",1,"CEFMETAZOLE SODIUM"
"CEFONICID SODIUM",1,"CEFONICID SODIUM"
"CEFOPERAZONE SODIUM",1,"CEFOPERAZONE SODIUM"
"CEFORANIDE",1,"CEFORANIDE"
"CEFOTAXIME SODIUM",1,"CEFOTAXIME SODIUM"
"CEFOTETAN DISODIUM",1,"CEFOTETAN DISODIUM"
"CEFOTIAM HYDROCHLORIDE",1,"CEFOTIAM HYDROCHLORIDE"
"CEFOXITIN SODIUM",1,"CEFOXITIN SODIUM"
"CEFPIRAMIDE SODIUM",1,"CEFPIRAMIDE SODIUM"
"CEFPODOXIME PROXETIL",1,"CEFPODOXIME PROXETIL"
"CEFPROZIL",1,"CEFPROZIL"
"CEFTAROLINE FOSAMIL",1,"CEFTAROLINE FOSAMIL"
"CEFTAZIDIME",1,"CEFTAZIDIME"
"CEFTAZIDIME SODIUM",1,"CEFTAZIDIME SODIUM"
"CEFTIBUTEN DIHYDRATE",1,"CEFTIBUTEN DIHYDRATE"
"CEFTIZOXIME SODIUM",1,"CEFTIZOXIME SODIUM"
"CEFTOLOZANE SULFATE; TAZOBACTAM SODIUM",1,"CEFTOLOZANE SULFATE"
"CEFTOLOZANE SULFATE; TAZOBACTAM SODIUM",2,"TAZOBACTAM SODIUM"
"CEFTRIAXONE SODIUM",1,"CEFTRIAXONE SODIUM"
"CEFTRIAXONE SODIUM; LIDOCAINE",1,"CEFTRIAXONE SODIUM"
"CEFTRIAXONE SODIUM; LIDOCAINE",2,"LIDOCAINE"
"CEFUROXIME AXETIL",1,"CEFUROXIME AXETIL"
"CEFUROXIME SODIUM",1,"CEFUROXIME SODIUM"
"CELECOXIB",1,"CELECOXIB"
"CELLULOSE SODIUM PHOSPHATE",1,"CELLULOSE SODIUM PHOSPHATE"
"CEPHALEXIN",1,"CEPHALEXIN"
"CEPHALEXIN HYDROCHLORIDE",1,"CEPHALEXIN HYDROCHLORIDE"
"CEPHALOGLYCIN",1,"CEPHALOGLYCIN"
"CEPHALOTHIN SODIUM",1,"CEPHALOTHIN SODIUM"
"CEPHAPIRIN SODIUM",1,"CEPHAPIRIN SODIUM"
"CEPHRADINE",1,"CEPHRADINE"
"CERITINIB",1,"CERITINIB"
"CERIVASTATIN SODIUM",1,"CERIVASTATIN SODIUM"
"CERULETIDE DIETHYLAMINE",1,"CERULETIDE DIETHYLAMINE"
"CETIRIZINE HYDROCHLORIDE",1,"CETIRIZINE HYDROCHLORIDE"
"CETIRIZINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE",1,"CETIRIZINE HYDROCHLORIDE"
"CETIRIZINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE",2,"PSEUDOEPHEDRINE HYDROCHLORIDE"
"CETRORELIX",1,"CETRORELIX"
"CETYL ALCOHOL; COLFOSCERIL PALMITATE; TYLOXAPOL",1,"CETYL ALCOHOL"
"CETYL ALCOHOL; COLFOSCERIL PALMITATE; TYLOXAPOL",2,"COLFOSCERIL PALMITATE"
"CETYL ALCOHOL; COLFOSCERIL PALMITATE; TYLOXAPOL",3,"TYLOXAPOL"
"CEVIMELINE HYDROCHLORIDE",1,"CEVIMELINE HYDROCHLORIDE"
"CHENODIOL",1,"CHENODIOL"
"CHLOPHEDIANOL HYDROCHLORIDE",1,"CHLOPHEDIANOL HYDROCHLORIDE"
"CHLORAMBUCIL",1,"CHLORAMBUCIL"
"CHLORAMPHENICOL",1,"CHLORAMPHENICOL"
"CHLORAMPHENICOL SODIUM SUCCINATE",1,"CHLORAMPHENICOL SODIUM SUCCINATE"
"CHLORAMPHENICOL; DESOXYRIBONUCLEASE; FIBRINOLYSIN",1,"CHLORAMPHENICOL"
"CHLORAMPHENICOL; DESOXYRIBONUCLEASE; FIBRINOLYSIN",2,"DESOXYRIBONUCLEASE"
"CHLORAMPHENICOL; DESOXYRIBONUCLEASE; FIBRINOLYSIN",3,"FIBRINOLYSIN"
"CHLORAMPHENICOL; HYDROCORTISONE ACETATE",1,"CHLORAMPHENICOL"
"CHLORAMPHENICOL; HYDROCORTISONE ACETATE",2,"HYDROCORTISONE ACETATE"
"CHLORAMPHENICOL; HYDROCORTISONE ACETATE; POLYMYXIN B SULFATE",1,"CHLORAMPHENICOL"
"CHLORAMPHENICOL; HYDROCORTISONE ACETATE; POLYMYXIN B SULFATE",2,"HYDROCORTISONE ACETATE"
"CHLORAMPHENICOL; HYDROCORTISONE ACETATE; POLYMYXIN B SULFATE",3,"POLYMYXIN B SULFATE"
"CHLORAMPHENICOL; POLYMYXIN B SULFATE",1,"CHLORAMPHENICOL"
